Discounts
Get items under 99
Get FLAT 25% off
Get Flat ₹65 off

Coupons
Get items under 99
Use Code XTRAPARTY and get FLAT 25% off on order above Rs.2500. No Upper Limit.
Use code MOMENT and get Flat ₹65 off on orders above ₹249. Maximum discount ₹65.
